,form,station no,mir,БСП ЗА БЪЛГАРИЯ,БСП ЗА БЪЛГАРИЯ result,БСП ЗА БЪЛГАРИЯ result paper,БСП ЗА БЪЛГАРИЯ result machine,ГЕРБ-СДС,ГЕРБ-СДС result,ГЕРБ-СДС result paper,ГЕРБ-СДС result machine,ВЪЗРАЖДАНЕ,ВЪЗРАЖДАНЕ result,ВЪЗРАЖДАНЕ result paper,ВЪЗРАЖДАНЕ result machine,ПП ИМА ТАКЪВ НАРОД,ПП ИМА ТАКЪВ НАРОД result,ПП ИМА ТАКЪВ НАРОД result paper,ПП ИМА ТАКЪВ НАРОД result machine,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА result,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА result paper,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА result machine,"КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (АТАКА, РУСОФИЛИ, КОМУНИСТИ)","КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (АТАКА, РУСОФИЛИ, КОМУНИСТИ) result","КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (АТАКА, РУСОФИЛИ, КОМУНИСТИ) result paper","КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (АТАКА, РУСОФИЛИ, КОМУНИСТИ) result machine",Българско Национално Обединение,Българско Национално Обединение result,Българско Национално Обединение result paper,Българско Национално Обединение result machine,ЗАЕДНО,ЗАЕДНО result,ЗАЕДНО result paper,ЗАЕДНО result machine,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД result,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД result paper,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД result machine,НДСВ,НДСВ result,НДСВ result paper,НДСВ result machine,КОД /Консервативно Обединение на Десницата/,КОД /Консервативно Обединение на Десницата/ result,КОД /Консервативно Обединение на Десницата/ result paper,КОД /Консервативно Обединение на Десницата/ result machine,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ result,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ result paper,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ result machine,Движение за права и свободи – ДПС,Движение за права и свободи – ДПС result,Движение за права и свободи – ДПС result paper,Движение за права и свободи – ДПС result machine,ЛЕВИЦАТА!,ЛЕВИЦАТА! result,ЛЕВИЦАТА! result paper,ЛЕВИЦАТА! result machine,ПП БЪЛГАРСКИ ВЪЗХОД,ПП БЪЛГАРСКИ ВЪЗХОД result,ПП БЪЛГАРСКИ ВЪЗХОД result paper,ПП БЪЛГАРСКИ ВЪЗХОД result machine,МИР,МИР result,МИР result paper,МИР result machine,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА result,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА result paper,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА result machine,БСДД – Български Съюз за ДИРЕКТНА ДЕМОКРАЦИЯ,БСДД – Български Съюз за ДИРЕКТНА ДЕМОКРАЦИЯ result,БСДД – Български Съюз за ДИРЕКТНА ДЕМОКРАЦИЯ result paper,БСДД – Български Съюз за ДИРЕКТНА ДЕМОКРАЦИЯ result machine,ПП Глас Народен,ПП Глас Народен result,ПП Глас Народен result paper,ПП Глас Народен result machine,Социалистическа партия Български път,Социалистическа партия Български път result,Социалистическа партия Български път result paper,Социалистическа партия Български път result machine,ВЪН от ЕС и НАТО,ВЪН от ЕС и НАТО result,ВЪН от ЕС и НАТО result paper,ВЪН от ЕС и НАТО result machine,независим,независим result,независим result paper,независим result machine
9602,26,254613020,25,1,27,12,15,2,109,58,51,3,62,16,46,4,18,1,17,5,0,0,0,6,2,2,0,7,0,0,0,8,2,1,1,9,0,0,0,10,2,2,0,11,1,0,1,12,81,7,74,13,3,2,1,14,7,3,4,15,20,4,16,16,0,0,0,17,0,0,0,18,1,1,0,19,1,0,1,20,0,0,0,21,3,2,1,22,,,
9603,26,254613021,25,1,19,10,9,2,97,53,44,3,50,8,42,4,11,0,11,5,2,0,2,6,0,0,0,7,1,0,1,8,0,0,0,9,0,0,0,10,1,0,1,11,1,0,1,12,97,10,87,13,0,0,0,14,8,2,6,15,10,2,8,16,2,0,2,17,0,0,0,18,0,0,0,19,2,0,2,20,0,0,0,21,2,0,2,22,,,
9604,26,254613022,25,1,29,7,22,2,106,38,68,3,64,12,52,4,15,0,15,5,0,0,0,6,0,0,0,7,1,0,1,8,0,0,0,9,0,0,0,10,0,0,0,11,2,0,2,12,98,6,92,13,5,4,1,14,7,0,7,15,10,1,9,16,0,0,0,17,0,0,0,18,0,0,0,19,4,0,4,20,0,0,0,21,1,0,1,22,,,
9605,26,254613023,25,1,33,17,16,2,110,65,45,3,51,7,44,4,17,4,13,5,1,0,1,6,1,0,1,7,1,0,1,8,2,0,2,9,0,0,0,10,5,1,4,11,2,0,2,12,121,12,109,13,3,0,3,14,5,1,4,15,5,0,5,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,1,0,1,22,,,
9606,26,254613024,25,1,15,2,13,2,81,43,38,3,44,10,34,4,11,1,10,5,2,0,2,6,1,1,0,7,0,0,0,8,1,0,1,9,0,0,0,10,2,1,1,11,4,0,4,12,121,8,113,13,3,0,3,14,9,0,9,15,4,1,3,16,1,0,1,17,1,0,1,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
9607,26,254613025,25,1,19,8,11,2,148,75,73,3,57,18,39,4,28,3,25,5,1,0,1,6,1,0,1,7,2,0,2,8,1,1,0,9,0,0,0,10,3,0,3,11,2,0,2,12,118,8,110,13,6,2,4,14,13,4,9,15,13,5,8,16,0,0,0,17,2,0,2,18,0,0,0,19,2,0,2,20,0,0,0,21,0,0,0,22,,,
9608,26,254613026,25,1,16,6,10,2,90,48,42,3,69,16,53,4,16,5,11,5,3,1,2,6,1,1,0,7,1,0,1,8,0,0,0,9,0,0,0,10,2,0,2,11,0,0,0,12,94,13,81,13,2,1,1,14,13,2,11,15,16,6,10,16,0,0,0,17,1,1,0,18,0,0,0,19,1,0,1,20,0,0,0,21,1,1,0,22,,,
9609,26,254613027,25,1,16,4,12,2,85,49,36,3,62,15,47,4,14,0,14,5,2,0,2,6,9,1,8,7,1,0,1,8,4,0,4,9,0,0,0,10,1,0,1,11,4,3,1,12,76,6,70,13,5,2,3,14,9,1,8,15,8,1,7,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
9610,26,254613028,25,1,27,10,17,2,102,47,55,3,73,16,57,4,12,1,11,5,2,0,2,6,2,1,1,7,0,0,0,8,0,0,0,9,1,1,0,10,0,0,0,11,0,0,0,12,94,7,87,13,2,0,2,14,5,1,4,15,11,0,11,16,1,0,1,17,1,1,0,18,1,1,0,19,3,0,3,20,0,0,0,21,1,0,1,22,,,
9611,26,254613029,25,1,17,4,13,2,77,33,44,3,63,8,55,4,14,1,13,5,0,0,0,6,1,0,1,7,0,0,0,8,3,0,3,9,0,0,0,10,3,0,3,11,0,0,0,12,108,6,102,13,3,0,3,14,9,2,7,15,4,1,3,16,1,0,1,17,0,0,0,18,1,0,1,19,2,0,2,20,0,0,0,21,1,0,1,22,,,
9612,26,254613030,25,1,23,7,16,2,108,60,48,3,64,20,44,4,12,2,10,5,1,0,1,6,0,0,0,7,0,0,0,8,3,0,3,9,0,0,0,10,0,0,0,11,2,2,0,12,102,17,85,13,0,0,0,14,3,0,3,15,3,1,2,16,0,0,0,17,0,0,0,18,1,0,1,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
9613,26,254613031,25,1,17,9,8,2,102,56,46,3,47,9,38,4,15,4,11,5,0,0,0,6,4,2,2,7,0,0,0,8,0,0,0,9,0,0,0,10,1,0,1,11,4,2,2,12,81,8,73,13,1,0,1,14,8,2,6,15,6,0,6,16,1,0,1,17,0,0,0,18,0,0,0,19,3,0,3,20,0,0,0,21,1,0,1,22,,,
9614,26,254613032,25,1,39,11,28,2,67,36,31,3,61,17,44,4,18,2,16,5,1,0,1,6,1,0,1,7,0,0,0,8,3,2,1,9,1,1,0,10,4,0,4,11,0,0,0,12,84,8,76,13,0,0,0,14,6,2,4,15,6,0,6,16,0,0,0,17,0,0,0,18,1,1,0,19,1,1,0,20,0,0,0,21,1,0,1,22,,,
9615,26,254613033,25,1,20,7,13,2,103,54,49,3,68,13,55,4,17,2,15,5,0,0,0,6,1,1,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,1,1,0,12,86,14,72,13,4,2,2,14,9,0,9,15,16,7,9,16,1,0,1,17,0,0,0,18,3,0,3,19,1,0,1,20,0,0,0,21,1,0,1,22,,,
9616,26,254613034,25,1,27,5,22,2,85,40,45,3,39,8,31,4,10,2,8,5,1,0,1,6,1,0,1,7,0,0,0,8,1,0,1,9,0,0,0,10,2,0,2,11,2,0,2,12,118,12,106,13,1,1,0,14,4,0,4,15,20,0,20,16,2,0,2,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,2,1,1,22,,,
9617,26,254613035,25,1,26,8,18,2,81,48,33,3,29,11,18,4,9,1,8,5,0,0,0,6,2,0,2,7,0,0,0,8,2,0,2,9,1,0,1,10,1,0,1,11,4,0,4,12,96,19,77,13,3,0,3,14,10,3,7,15,10,6,4,16,2,0,2,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,1,1,0,22,,,
9618,26,254613036,25,1,34,13,21,2,90,45,45,3,59,19,40,4,9,0,9,5,0,0,0,6,3,0,3,7,0,0,0,8,1,0,1,9,0,0,0,10,1,0,1,11,2,2,0,12,124,18,106,13,6,2,4,14,13,2,11,15,7,0,7,16,0,0,0,17,0,0,0,18,0,0,0,19,2,1,1,20,1,0,1,21,2,1,1,22,,,
9619,26,254613037,25,1,22,6,16,2,93,40,53,3,56,13,43,4,19,2,17,5,1,0,1,6,2,2,0,7,0,0,0,8,2,0,2,9,0,0,0,10,3,1,2,11,0,0,0,12,127,13,114,13,3,1,2,14,7,2,5,15,14,3,11,16,1,0,1,17,1,1,0,18,2,0,2,19,1,0,1,20,0,0,0,21,0,0,0,22,,,
9620,26,254613038,25,1,24,7,17,2,93,45,48,3,52,16,36,4,12,0,12,5,1,0,1,6,1,0,1,7,1,0,1,8,1,0,1,9,1,0,1,10,1,0,1,11,2,0,2,12,86,11,75,13,3,0,3,14,5,2,3,15,14,6,8,16,0,0,0,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,2,1,1,22,,,
9621,26,254613039,25,1,23,11,12,2,99,52,47,3,47,10,37,4,22,6,16,5,3,0,3,6,1,0,1,7,1,0,1,8,3,1,2,9,0,0,0,10,2,1,1,11,0,0,0,12,85,7,78,13,1,0,1,14,4,0,4,15,9,3,6,16,0,0,0,17,1,0,1,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
9622,26,254613040,25,1,32,9,23,2,96,41,55,3,56,14,42,4,17,2,15,5,0,0,0,6,2,1,1,7,0,0,0,8,4,0,4,9,0,0,0,10,1,0,1,11,1,0,1,12,95,6,89,13,0,0,0,14,11,2,9,15,11,2,9,16,2,0,2,17,0,0,0,18,1,0,1,19,1,0,1,20,0,0,0,21,1,0,1,22,,,
9623,26,254613041,25,1,20,3,17,2,99,53,46,3,53,10,43,4,26,2,24,5,2,1,1,6,2,1,1,7,1,0,1,8,2,0,2,9,1,0,1,10,2,0,2,11,1,0,1,12,133,8,125,13,4,1,3,14,8,3,5,15,9,2,7,16,0,0,0,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,3,0,3,22,,,
9624,26,254613042,25,1,18,5,13,2,112,42,70,3,57,9,48,4,20,4,16,5,1,0,1,6,5,2,3,7,1,0,1,8,3,0,3,9,1,0,1,10,2,0,2,11,4,0,4,12,117,6,111,13,1,0,1,14,10,0,10,15,9,1,8,16,0,0,0,17,0,0,0,18,0,0,0,19,1,1,0,20,0,0,0,21,0,0,0,22,,,
9625,26,254613043,25,1,26,5,21,2,86,36,50,3,59,22,37,4,22,3,19,5,2,0,2,6,3,1,2,7,2,2,0,8,2,0,2,9,0,0,0,10,1,1,0,11,2,1,1,12,120,7,113,13,3,1,2,14,4,0,4,15,14,2,12,16,1,0,1,17,0,0,0,18,1,0,1,19,0,0,0,20,0,0,0,21,21,2,19,22,,,
9626,26,254613044,25,1,28,7,21,2,90,40,50,3,67,16,51,4,24,3,21,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,1,1,0,10,1,0,1,11,3,1,2,12,131,7,124,13,4,1,3,14,5,0,5,15,15,2,13,16,0,0,0,17,0,0,0,18,1,1,0,19,2,0,2,20,0,0,0,21,0,0,0,22,,,
9627,26,254613045,25,1,24,5,19,2,109,43,66,3,68,12,56,4,13,2,11,5,3,1,2,6,2,0,2,7,0,0,0,8,3,0,3,9,0,0,0,10,4,0,4,11,2,0,2,12,130,8,122,13,2,1,1,14,10,0,10,15,13,1,12,16,1,1,0,17,0,0,0,18,0,0,0,19,3,0,3,20,0,0,0,21,2,1,1,22,,,
9628,26,254613046,25,1,15,6,9,2,76,21,55,3,39,5,34,4,11,2,9,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,108,7,101,13,3,2,1,14,7,0,7,15,9,1,8,16,0,0,0,17,0,0,0,18,0,0,0,19,2,0,2,20,0,0,0,21,0,0,0,22,,,
9629,26,254613047,25,1,30,13,17,2,93,52,41,3,53,11,42,4,10,1,9,5,1,0,1,6,2,2,0,7,0,0,0,8,2,0,2,9,0,0,0,10,1,1,0,11,1,0,1,12,99,8,91,13,4,0,4,14,13,2,11,15,12,2,10,16,2,0,2,17,0,0,0,18,1,0,1,19,0,0,0,20,2,0,2,21,1,0,1,22,,,
9630,26,254613048,25,1,26,10,16,2,84,26,58,3,63,16,47,4,6,0,6,5,1,0,1,6,3,1,2,7,0,0,0,8,4,0,4,9,0,0,0,10,4,0,4,11,1,0,1,12,122,6,116,13,6,2,4,14,11,2,9,15,12,2,10,16,0,0,0,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,1,0,1,22,,,
9631,26,254613049,25,1,26,6,20,2,103,46,57,3,61,23,38,4,22,0,22,5,1,0,1,6,1,1,0,7,0,0,0,8,0,0,0,9,2,2,0,10,1,1,0,11,0,0,0,12,120,8,112,13,1,1,0,14,10,3,7,15,6,2,4,16,1,1,0,17,0,0,0,18,0,0,0,19,2,0,2,20,0,0,0,21,4,3,1,22,,,
9632,26,254613050,25,1,21,8,13,2,82,44,38,3,46,8,38,4,22,2,20,5,3,0,3,6,0,0,0,7,0,0,0,8,1,0,1,9,1,0,1,10,2,0,2,11,1,0,1,12,105,5,100,13,1,0,1,14,9,2,7,15,9,3,6,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
9633,26,254613051,25,1,33,13,20,2,91,49,42,3,47,9,38,4,9,0,9,5,1,0,1,6,2,1,1,7,0,0,0,8,1,0,1,9,0,0,0,10,1,0,1,11,2,0,2,12,97,12,85,13,0,0,0,14,7,2,5,15,13,1,12,16,0,0,0,17,0,0,0,18,2,1,1,19,1,0,1,20,0,0,0,21,2,2,0,22,,,
9634,26,254613052,25,1,20,8,12,2,88,39,49,3,38,5,33,4,13,1,12,5,0,0,0,6,0,0,0,7,0,0,0,8,1,0,1,9,0,0,0,10,1,0,1,11,0,0,0,12,95,3,92,13,1,0,1,14,4,1,3,15,10,2,8,16,0,0,0,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,0,0,0,22,,,
9635,26,254613053,25,1,22,7,15,2,101,51,50,3,55,20,35,4,18,4,14,5,0,0,0,6,2,2,0,7,0,0,0,8,3,0,3,9,1,0,1,10,3,0,3,11,0,0,0,12,107,9,98,13,3,1,2,14,4,2,2,15,7,0,7,16,0,0,0,17,0,0,0,18,1,0,1,19,2,0,2,20,0,0,0,21,1,0,1,22,,,
9636,26,254613054,25,1,35,13,22,2,99,46,53,3,67,13,54,4,17,0,17,5,2,0,2,6,2,1,1,7,0,0,0,8,1,1,0,9,0,0,0,10,3,0,3,11,0,0,0,12,114,11,103,13,2,1,1,14,18,2,16,15,16,2,14,16,3,1,2,17,3,0,3,18,1,0,1,19,0,0,0,20,0,0,0,21,1,0,1,22,,,
9637,26,254613055,25,1,33,12,21,2,70,39,31,3,44,3,41,4,10,1,9,5,4,0,4,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,1,0,1,11,0,0,0,12,96,6,90,13,1,0,1,14,7,1,6,15,16,2,14,16,3,0,3,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
9638,26,254613056,25,1,21,11,10,2,61,24,37,3,50,9,41,4,10,1,9,5,1,0,1,6,3,1,2,7,1,0,1,8,0,0,0,9,0,0,0,10,2,0,2,11,1,0,1,12,70,6,64,13,1,0,1,14,5,0,5,15,14,3,11,16,0,0,0,17,1,0,1,18,0,0,0,19,2,0,2,20,0,0,0,21,0,0,0,22,,,
9639,26,254613057,25,1,20,6,14,2,84,36,48,3,38,4,34,4,25,1,24,5,1,0,1,6,2,0,2,7,2,0,2,8,1,0,1,9,0,0,0,10,0,0,0,11,1,0,1,12,128,14,114,13,8,6,2,14,5,2,3,15,15,2,13,16,1,0,1,17,2,1,1,18,0,0,0,19,1,0,1,20,0,0,0,21,1,0,1,22,,,
9640,26,254613058,25,1,23,5,18,2,55,33,22,3,53,16,37,4,10,0,10,5,0,0,0,6,1,1,0,7,0,0,0,8,1,1,0,9,0,0,0,10,1,0,1,11,1,0,1,12,85,10,75,13,0,0,0,14,13,0,13,15,11,2,9,16,2,2,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
9641,26,254613059,25,1,21,12,9,2,83,42,41,3,48,14,34,4,17,1,16,5,1,0,1,6,1,1,0,7,3,1,2,8,1,0,1,9,0,0,0,10,0,0,0,11,0,0,0,12,70,9,61,13,1,1,0,14,4,0,4,15,7,1,6,16,1,1,0,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,3,2,1,22,,,
9642,26,254613060,25,1,15,7,8,2,96,56,40,3,40,14,26,4,13,2,11,5,1,1,0,6,6,4,2,7,0,0,0,8,1,0,1,9,0,0,0,10,0,0,0,11,2,1,1,12,64,6,58,13,3,1,2,14,6,1,5,15,8,1,7,16,1,0,1,17,0,0,0,18,0,0,0,19,2,1,1,20,0,0,0,21,0,0,0,22,,,
9643,26,254613061,25,1,18,11,7,2,76,37,39,3,36,8,28,4,8,0,8,5,0,0,0,6,3,1,2,7,0,0,0,8,1,0,1,9,1,0,1,10,1,0,1,11,0,0,0,12,82,3,79,13,1,0,1,14,5,1,4,15,11,1,10,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,1,0,1,22,,,
9644,26,254613062,25,1,16,8,8,2,70,35,35,3,41,3,38,4,11,1,10,5,1,0,1,6,3,2,1,7,0,0,0,8,2,0,2,9,0,0,0,10,0,0,0,11,1,0,1,12,93,12,81,13,2,1,1,14,4,2,2,15,6,1,5,16,1,0,1,17,0,0,0,18,0,0,0,19,2,0,2,20,0,0,0,21,1,1,0,22,,,
9645,26,254613063,25,1,45,20,25,2,83,39,44,3,66,13,53,4,15,1,14,5,1,0,1,6,0,0,0,7,0,0,0,8,1,0,1,9,0,0,0,10,1,0,1,11,0,0,0,12,96,7,89,13,2,0,2,14,10,1,9,15,8,0,8,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,1,1,0,22,,,
9646,26,254613064,25,1,22,8,14,2,89,36,53,3,52,11,41,4,19,5,14,5,2,2,0,6,0,0,0,7,1,0,1,8,1,1,0,9,0,0,0,10,1,1,0,11,2,0,2,12,78,8,70,13,1,0,1,14,8,2,6,15,3,2,1,16,0,0,0,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,3,1,2,22,,,
9647,26,254613065,25,1,32,9,23,2,101,45,56,3,48,12,36,4,19,0,19,5,0,0,0,6,2,2,0,7,0,0,0,8,0,0,0,9,1,1,0,10,2,1,1,11,2,0,2,12,112,12,100,13,1,0,1,14,4,1,3,15,6,3,3,16,1,1,0,17,1,0,1,18,3,2,1,19,4,0,4,20,0,0,0,21,0,0,0,22,,,
9648,26,254613066,25,1,24,11,13,2,74,46,28,3,39,11,28,4,13,2,11,5,1,0,1,6,0,0,0,7,1,1,0,8,4,2,2,9,0,0,0,10,0,0,0,11,0,0,0,12,79,5,74,13,1,0,1,14,6,0,6,15,7,1,6,16,0,0,0,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,1,0,1,22,,,
9649,26,254613067,25,1,13,4,9,2,106,55,51,3,44,9,35,4,11,2,9,5,3,1,2,6,0,0,0,7,1,0,1,8,1,1,0,9,0,0,0,10,2,0,2,11,1,0,1,12,84,6,78,13,2,0,2,14,10,1,9,15,11,3,8,16,0,0,0,17,1,0,1,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
9650,26,254613068,25,1,21,10,11,2,95,51,44,3,45,12,33,4,24,2,22,5,1,1,0,6,2,2,0,7,0,0,0,8,4,0,4,9,3,0,3,10,3,1,2,11,1,0,1,12,88,6,82,13,1,0,1,14,4,0,4,15,10,2,8,16,0,0,0,17,2,0,2,18,0,0,0,19,2,1,1,20,1,1,0,21,3,3,0,22,,,
9651,26,254613069,25,1,24,5,19,2,88,36,52,3,64,16,48,4,10,1,9,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,3,0,3,11,1,0,1,12,57,8,49,13,4,0,4,14,5,1,4,15,15,2,13,16,1,1,0,17,1,0,1,18,0,0,0,19,0,0,0,20,0,0,0,21,1,0,1,22,,,
9652,26,254613070,25,1,23,9,14,2,57,35,22,3,35,10,25,4,22,3,19,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,1,0,1,11,1,0,1,12,64,2,62,13,1,0,1,14,7,2,5,15,12,3,9,16,2,0,2,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,1,0,1,22,,,
9653,26,254613071,25,1,18,7,11,2,94,40,54,3,50,13,37,4,12,2,10,5,0,0,0,6,0,0,0,7,0,0,0,8,1,0,1,9,1,1,0,10,1,0,1,11,0,0,0,12,56,10,46,13,2,0,2,14,8,0,8,15,5,1,4,16,0,0,0,17,0,0,0,18,1,1,0,19,0,0,0,20,0,0,0,21,1,1,0,22,,,
9654,24,254613072,25,1,3,3,0,2,10,10,0,3,2,2,0,4,1,1,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,1,1,0,12,8,8,0,13,1,1,0,14,1,1,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
9655,26,254618001,25,1,13,3,10,2,60,23,37,3,35,6,29,4,13,1,12,5,0,0,0,6,0,0,0,7,3,0,3,8,0,0,0,9,0,0,0,10,0,0,0,11,4,0,4,12,134,8,126,13,1,0,1,14,13,3,10,15,9,0,9,16,0,0,0,17,0,0,0,18,0,0,0,19,2,0,2,20,0,0,0,21,0,0,0,22,,,
9656,26,254618002,25,1,28,10,18,2,97,43,54,3,73,20,53,4,14,1,13,5,1,0,1,6,1,0,1,7,0,0,0,8,0,0,0,9,1,0,1,10,2,1,1,11,2,0,2,12,226,11,215,13,1,0,1,14,12,0,12,15,17,4,13,16,1,1,0,17,1,0,1,18,1,0,1,19,1,0,1,20,0,0,0,21,1,0,1,22,,,
9657,26,254618003,25,1,21,7,14,2,59,24,35,3,49,9,40,4,13,1,12,5,4,0,4,6,1,0,1,7,0,0,0,8,2,2,0,9,0,0,0,10,3,0,3,11,3,0,3,12,177,7,170,13,2,0,2,14,15,2,13,15,16,1,15,16,0,0,0,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,3,1,2,22,,,
9658,26,254618004,25,1,15,4,11,2,100,39,61,3,45,7,38,4,13,1,12,5,1,0,1,6,1,0,1,7,1,0,1,8,1,0,1,9,0,0,0,10,1,0,1,11,4,1,3,12,124,6,118,13,1,0,1,14,12,3,9,15,8,3,5,16,0,0,0,17,1,0,1,18,2,0,2,19,1,0,1,20,0,0,0,21,1,1,0,22,,,
9659,26,254618005,25,1,16,5,11,2,66,30,36,3,54,4,50,4,18,1,17,5,0,0,0,6,1,1,0,7,0,0,0,8,0,0,0,9,0,0,0,10,1,0,1,11,2,0,2,12,152,3,149,13,0,0,0,14,5,1,4,15,12,1,11,16,1,0,1,17,1,0,1,18,4,2,2,19,2,0,2,20,0,0,0,21,0,0,0,22,,,
9660,26,254618006,25,1,20,5,15,2,70,37,33,3,51,7,44,4,14,0,14,5,0,0,0,6,1,1,0,7,0,0,0,8,4,0,4,9,0,0,0,10,0,0,0,11,0,0,0,12,191,11,180,13,3,0,3,14,14,4,10,15,18,0,18,16,2,0,2,17,0,0,0,18,2,0,2,19,1,1,0,20,0,0,0,21,0,0,0,22,,,
9661,26,254618007,25,1,18,6,12,2,67,27,40,3,40,7,33,4,12,2,10,5,2,0,2,6,0,0,0,7,0,0,0,8,4,1,3,9,0,0,0,10,1,0,1,11,0,0,0,12,97,9,88,13,5,1,4,14,8,1,7,15,7,3,4,16,1,0,1,17,0,0,0,18,0,0,0,19,3,0,3,20,0,0,0,21,1,1,0,22,,,
9662,26,254618008,25,1,25,13,12,2,83,36,47,3,45,15,30,4,19,2,17,5,0,0,0,6,1,0,1,7,1,0,1,8,9,2,7,9,1,0,1,10,0,0,0,11,2,0,2,12,140,5,135,13,2,1,1,14,6,1,5,15,9,1,8,16,0,0,0,17,0,0,0,18,2,0,2,19,0,0,0,20,0,0,0,21,2,1,1,22,,,
9663,26,254618009,25,1,22,5,17,2,85,45,40,3,65,20,45,4,10,1,9,5,0,0,0,6,2,0,2,7,0,0,0,8,0,0,0,9,0,0,0,10,4,1,3,11,0,0,0,12,145,9,136,13,0,0,0,14,9,1,8,15,10,3,7,16,1,0,1,17,1,0,1,18,2,0,2,19,2,0,2,20,0,0,0,21,1,0,1,22,,,
9664,26,254618010,25,1,48,19,29,2,63,32,31,3,69,17,52,4,11,1,10,5,1,0,1,6,1,1,0,7,0,0,0,8,3,0,3,9,0,0,0,10,1,0,1,11,0,0,0,12,118,8,110,13,3,0,3,14,7,1,6,15,24,9,15,16,2,0,2,17,0,0,0,18,0,0,0,19,2,1,1,20,0,0,0,21,0,0,0,22,,,
