sid;Движение 21;БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ;БНС-НД;НОВОТО ВРЕМЕ;ОБЕДИНЕНА БЪЛГАРИЯ;СОЦИАЛДЕМ. ПАРТИЯ;РЕФОРМАТОРСКИ БЛОК;Нова България;ГЕРБ;ОБЩЕСТВО ЗА НОВА БГ;АТАКА;НДСВ;ББЦ;АБВ;ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ;НОВА АЛТЕРНАТИВА;ДЕСНИТЕ;ДПС;Глас Народен;ПАРТИЯ НА ЗЕЛЕНИТЕ;НОВА СИЛА;БСП;ЗЕЛЕНИТЕ;ПФ (НФСБ-ВМРО);РЕПУБЛИКА БГ;независими;npn;invalid;station_type;municipality;municipality_name;country_name;station;region_name;place;ekatte;address;eligible_voters
192700120;10;1;1;0;4;1;33;1;114;0;18;0;27;10;1;1;3;10;1;8;1;39;0;33;2;0;0;16;;27;Русе;България;120;-;гр.Русе;63427;-;763
192700121;12;2;0;1;0;2;21;2;116;1;20;0;40;21;1;0;0;7;2;2;1;51;2;43;4;0;0;15;;27;Русе;България;121;-;гр.Русе;63427;-;837
192700122;12;2;0;1;3;0;20;0;103;0;13;4;19;18;2;6;0;4;5;1;3;30;1;24;1;0;0;15;;27;Русе;България;122;-;гр.Русе;63427;-;641
192700123;10;1;1;0;3;0;37;0;119;1;23;0;28;14;1;0;0;5;9;1;0;51;2;40;1;0;0;18;;27;Русе;България;123;-;гр.Русе;63427;-;822
192700124;6;1;0;0;1;0;26;0;85;1;17;0;25;12;1;2;0;15;2;0;0;52;2;20;0;0;0;8;;27;Русе;България;124;-;гр.Русе;63427;-;558
192700125;5;3;0;0;1;3;20;0;114;0;19;1;24;12;1;0;0;11;0;1;1;67;6;57;5;0;0;9;;27;Русе;България;125;-;гр.Русе;63427;-;734
192700126;4;1;1;0;1;0;26;4;84;0;27;0;29;17;0;0;0;9;6;1;1;40;1;29;2;0;0;15;;27;Русе;България;126;-;гр.Русе;63427;-;652
192700127;4;0;2;0;0;0;30;1;116;0;13;1;28;19;1;2;0;8;3;1;0;25;2;39;1;0;0;23;;27;Русе;България;127;-;гр.Русе;63427;-;691
192700128;3;1;0;0;0;0;15;1;99;1;15;0;18;2;0;3;0;16;2;1;1;35;1;28;0;0;0;5;;27;Русе;България;128;-;гр.Русе;63427;-;626
192700129;10;4;1;0;2;0;19;0;88;0;10;0;21;9;0;0;0;10;7;0;0;60;2;37;2;0;0;10;;27;Русе;България;129;-;гр.Русе;63427;-;607
192700130;4;1;1;0;0;2;11;0;74;0;18;0;28;9;0;0;0;6;5;2;0;41;1;39;3;0;0;8;;27;Русе;България;130;-;гр.Русе;63427;-;557
192700131;4;1;1;0;1;2;35;3;97;0;22;0;30;9;0;0;2;19;4;1;0;37;2;42;1;0;0;16;;27;Русе;България;131;-;гр.Русе;63427;-;776
192700132;6;1;1;0;2;0;36;5;142;0;31;0;40;14;2;1;0;29;4;0;0;42;0;47;1;0;0;17;;27;Русе;България;132;-;гр.Русе;63427;-;919
192700133;6;4;1;0;2;0;25;1;118;1;25;0;22;13;3;0;2;14;8;1;2;25;1;23;3;0;0;11;;27;Русе;България;133;-;гр.Русе;63427;-;721
192700134;2;3;0;1;3;0;18;4;87;0;15;0;19;7;0;0;0;37;4;1;1;35;1;33;6;0;0;25;;27;Русе;България;134;-;гр.Русе;63427;-;730
192700135;0;2;0;1;1;0;7;0;70;1;15;0;21;8;0;0;0;9;0;2;3;31;0;22;1;0;0;6;;27;Русе;България;135;-;гр.Русе;63427;-;586
192700136;1;2;0;2;3;0;24;3;105;0;31;0;38;9;0;0;0;25;4;2;0;35;1;50;1;0;0;17;;27;Русе;България;136;-;гр.Русе;63427;-;903
192700137;5;0;2;1;0;0;26;1;135;2;23;1;16;9;3;0;0;9;4;3;0;53;4;47;10;0;0;18;;27;Русе;България;137;-;гр.Русе;63427;-;727
192700138;9;1;0;0;3;0;39;3;132;1;19;0;32;20;0;0;1;9;6;1;2;69;3;49;5;0;0;16;;27;Русе;България;138;-;гр.Русе;63427;-;814
192700139;11;3;1;0;4;1;38;0;141;0;37;2;24;22;3;0;0;6;1;1;1;58;0;57;2;0;0;14;;27;Русе;България;139;-;гр.Русе;63427;-;787
192700140;13;2;0;1;3;3;41;1;149;1;17;0;40;17;1;0;0;11;6;2;0;57;2;60;1;0;0;16;;27;Русе;България;140;-;гр.Русе;63427;-;955
192700141;3;0;1;0;2;0;17;0;85;0;18;2;23;22;1;0;0;8;3;1;0;36;2;29;0;0;0;15;;27;Русе;България;141;-;гр.Русе;63427;-;583
192700142;8;1;0;1;1;0;36;3;146;1;22;1;25;43;2;2;0;5;8;1;1;98;3;30;3;0;0;19;;27;Русе;България;142;-;гр.Русе;63427;-;904
192700143;6;3;3;1;1;1;46;3;100;0;21;1;18;14;1;2;1;1;2;1;2;58;1;41;1;0;0;13;;27;Русе;България;143;-;гр.Русе;63427;-;644
192700144;9;4;1;1;3;2;69;1;150;0;20;3;38;26;0;0;0;5;20;2;1;115;6;41;4;0;0;16;;27;Русе;България;144;-;гр.Русе;63427;-;950
192700145;8;1;0;0;3;0;45;1;118;0;13;3;16;14;0;1;0;5;11;2;1;62;3;35;6;0;0;12;;27;Русе;България;145;-;гр.Русе;63427;-;683
192700146;4;0;0;0;0;0;35;0;113;0;18;1;30;13;6;0;0;2;3;0;1;66;1;38;1;0;0;8;;27;Русе;България;146;-;гр.Русе;63427;-;645
192700147;7;2;2;0;0;0;38;0;133;1;19;0;18;16;0;0;1;1;8;0;0;62;4;30;4;0;0;8;;27;Русе;България;147;-;гр.Русе;63427;-;669
192700148;13;0;1;0;3;0;52;2;122;0;15;0;22;11;1;0;0;1;8;1;3;52;3;41;2;0;0;20;;27;Русе;България;148;-;гр.Русе;63427;-;758
192700149;15;2;0;2;3;1;39;2;145;0;32;0;15;21;1;3;2;3;3;3;2;54;4;33;0;0;0;12;;27;Русе;България;149;-;гр.Русе;63427;-;749
192700150;6;5;0;1;2;1;44;2;99;0;10;0;22;18;0;0;0;4;5;0;2;71;2;25;0;0;0;7;;27;Русе;България;150;-;гр.Русе;63427;-;620
192700151;10;1;0;0;0;1;69;0;119;0;18;0;17;14;2;1;2;1;7;1;0;71;2;38;0;0;0;13;;27;Русе;България;151;-;гр.Русе;63427;-;752
192700152;9;2;0;1;0;0;51;2;143;0;35;4;9;9;6;6;1;1;2;0;0;64;5;43;3;0;0;18;;27;Русе;България;152;-;гр.Русе;63427;-;813
192700153;8;0;0;1;3;1;39;2;185;1;34;0;13;12;3;3;0;7;6;1;0;70;0;53;2;0;0;20;;27;Русе;България;153;-;гр.Русе;63427;-;882
192700154;10;0;0;0;2;0;39;1;108;2;22;1;12;18;1;1;0;2;11;1;0;51;3;50;2;0;0;8;;27;Русе;България;154;-;гр.Русе;63427;-;627
192700155;10;0;1;0;1;1;23;2;92;0;14;1;9;15;1;0;0;8;5;1;1;36;6;24;4;0;0;16;;27;Русе;България;155;-;гр.Русе;63427;-;390
192700156;16;2;0;0;2;0;44;3;122;0;16;0;14;8;1;1;0;4;4;1;0;47;5;39;1;0;0;13;;27;Русе;България;156;-;гр.Русе;63427;-;756
192700157;8;1;0;1;2;1;38;1;131;0;41;2;21;23;3;1;0;7;4;1;1;52;5;38;3;0;0;17;;27;Русе;България;157;-;гр.Русе;63427;-;714
192700158;10;0;0;0;2;1;43;3;101;1;18;0;14;16;1;4;0;3;16;1;0;53;2;47;4;0;0;6;;27;Русе;България;158;-;гр.Русе;63427;-;753
192700159;9;0;0;1;4;2;27;1;135;0;26;0;19;24;2;3;0;5;5;1;0;47;2;57;3;0;0;11;;27;Русе;България;159;-;гр.Русе;63427;-;775
192700160;4;6;0;1;2;0;43;3;113;1;20;2;17;25;0;0;1;4;8;2;0;87;3;50;1;0;0;20;;27;Русе;България;160;-;гр.Русе;63427;-;809
192700161;6;0;1;0;0;0;45;1;103;0;14;0;17;9;1;0;0;3;1;0;0;39;3;25;3;0;0;8;;27;Русе;България;161;-;гр.Русе;63427;-;581
192700162;21;4;1;1;0;0;46;2;142;0;28;1;18;20;0;2;0;0;5;0;0;69;2;48;1;0;0;8;;27;Русе;България;162;-;гр.Русе;63427;-;752
192700163;8;1;1;0;2;6;41;2;120;2;24;0;55;23;0;3;1;4;5;2;0;59;2;42;1;0;0;10;;27;Русе;България;163;-;гр.Русе;63427;-;785
192700164;8;2;0;1;4;0;45;2;133;1;24;0;20;17;5;3;0;5;4;1;2;70;3;38;3;0;0;16;;27;Русе;България;164;-;гр.Русе;63427;-;809
192700165;3;0;0;0;3;0;23;0;128;1;19;1;17;18;0;0;0;4;9;0;1;42;1;20;2;0;0;16;;27;Русе;България;165;-;гр.Русе;63427;-;655
192700166;5;4;1;0;1;0;35;0;108;1;26;1;26;13;1;1;0;3;3;0;4;42;0;47;0;0;0;15;;27;Русе;България;166;-;гр.Русе;63427;-;731
192700167;4;2;4;0;1;1;8;2;83;0;10;1;15;6;2;1;1;29;3;0;0;33;0;23;1;0;0;27;;27;Русе;България;167;-;гр.Русе;63427;-;887
192700168;2;0;0;0;1;0;13;1;49;0;9;0;13;6;0;0;0;35;1;0;0;22;2;7;5;0;0;14;;27;Русе;България;168;-;гр.Русе;63427;-;471
192700169;5;0;0;0;0;0;5;0;18;0;6;1;16;5;0;0;0;8;2;0;0;11;0;5;1;0;0;7;;27;Русе;България;169;-;гр.Русе;63427;-;389
192700170;2;3;0;0;1;3;14;3;84;2;19;1;18;9;2;1;0;2;1;0;0;43;5;31;6;0;0;19;;27;Русе;България;170;-;гр.Русе;63427;-;1039
192700171;2;1;0;0;5;1;16;1;180;0;31;0;32;19;0;1;0;2;5;1;0;32;2;43;0;0;0;28;;27;Русе;България;171;-;гр.Русе;63427;-;888
192700172;3;1;1;2;3;1;22;2;139;1;32;0;31;7;1;0;0;0;1;1;2;55;0;52;1;0;0;27;;27;Русе;България;172;-;гр.Русе;63427;-;834
192700173;7;3;2;0;1;0;21;0;112;0;17;1;19;13;0;1;0;0;2;2;2;26;0;22;5;0;0;21;;27;Русе;България;173;-;гр.Русе;63427;-;627
192700174;6;1;0;0;2;1;14;2;117;1;15;2;29;14;1;1;0;1;3;0;1;28;0;31;6;0;0;19;;27;Русе;България;174;-;гр.Русе;63427;-;640
192700175;0;2;0;0;0;0;4;0;20;0;15;1;3;1;1;0;0;1;0;0;0;17;0;9;0;0;0;4;;27;Русе;България;175;-;гр.Русе;63427;-;132
192700176;3;0;0;0;0;0;1;0;24;0;8;2;13;2;0;0;0;6;0;1;0;23;0;10;0;0;0;17;;27;Русе;България;176;-;гр.Русе;63427;-;317
192700177;5;2;1;0;3;1;18;4;126;3;17;0;23;4;2;1;0;1;1;3;0;26;2;27;2;0;0;18;;27;Русе;България;177;-;с.Басарбово;2796;-;590
192700178;2;1;1;0;0;1;24;2;110;0;6;0;15;7;1;2;0;0;0;1;2;48;3;23;4;0;0;14;;27;Русе;България;178;-;с.Басарбово;2796;-;508
192700179;0;0;0;0;0;0;19;0;31;0;4;1;21;1;1;0;0;57;1;0;0;28;0;17;0;0;0;10;;27;Русе;България;179;-;с.Бъзън;7231;-;474
192700180;0;0;0;2;0;0;9;0;23;0;0;2;5;1;1;0;0;157;0;1;0;12;0;9;0;0;0;14;;27;Русе;България;180;-;с.Бъзън;7231;-;690
192700181;1;0;0;0;0;0;2;5;40;0;8;0;7;2;0;0;0;1;0;0;0;27;0;9;5;0;0;11;;27;Русе;България;181;-;с.Долно Абланово;22558;-;168
192700182;7;1;0;1;4;2;18;2;182;2;22;0;32;7;1;8;0;8;2;1;0;45;5;43;7;0;0;29;;27;Русе;България;182;-;гр.Мартен;47336;-;871
192700183;2;1;0;0;3;0;21;2;171;1;16;0;18;11;0;0;0;13;2;2;2;43;5;51;3;0;0;27;;27;Русе;България;183;-;гр.Мартен;47336;-;804
192700184;5;0;0;2;5;1;14;2;114;0;13;1;31;6;0;3;0;9;1;2;0;20;2;23;1;0;0;14;;27;Русе;България;184;-;гр.Мартен;47336;-;622
192700185;5;2;0;0;6;1;20;3;144;2;18;1;31;6;2;0;0;11;2;1;3;29;1;81;0;0;0;22;;27;Русе;България;185;-;гр.Мартен;47336;-;873
192700186;2;1;0;1;0;0;31;1;123;1;18;0;29;5;3;0;0;1;4;1;0;59;0;70;1;0;0;19;;27;Русе;България;186;-;с.Николово;51679;-;715
192700187;2;0;0;0;0;1;13;1;84;1;6;4;16;7;0;0;0;2;3;1;2;49;2;41;2;0;0;17;;27;Русе;България;187;-;с.Николово;51679;-;561
192700188;2;1;1;0;2;3;7;1;88;1;20;1;22;5;0;0;0;1;4;0;0;23;0;53;7;0;0;7;;27;Русе;България;188;-;с.Николово;51679;-;570
192700189;1;0;0;0;1;1;13;2;101;0;21;1;34;9;0;0;0;1;6;1;0;31;1;55;2;0;0;7;;27;Русе;България;189;-;с.Николово;51679;-;608
192700190;5;0;1;1;0;2;4;1;70;0;11;0;17;14;1;1;0;4;0;0;1;28;0;25;2;0;0;16;;27;Русе;България;190;-;с.Ново село;52235;-;504
192700191;0;0;2;0;2;0;6;0;41;0;8;0;23;8;0;0;2;2;0;1;1;43;1;26;0;0;0;13;;27;Русе;България;191;-;с.Ново село;52235;-;465
192700192;0;0;0;0;0;1;4;0;88;0;4;5;11;2;1;1;0;50;0;0;2;44;0;10;0;0;0;22;;27;Русе;България;192;-;с.Просена;58637;-;508
192700193;2;1;0;0;1;0;11;4;96;1;15;0;30;16;1;3;0;2;0;0;0;29;2;33;4;0;0;21;;27;Русе;България;193;-;с.Сандрово;65348;-;533
192700194;1;1;0;0;4;0;13;0;96;0;26;0;22;9;0;0;1;0;0;0;4;32;0;30;1;0;0;9;;27;Русе;България;194;-;с.Сандрово;65348;-;562
192700195;0;1;1;0;2;0;4;0;16;0;1;1;11;0;0;0;0;109;0;0;0;11;0;6;0;0;0;12;;27;Русе;България;195;-;с.Семерджиево;66158;-;485
192700196;3;0;0;0;0;0;1;2;20;0;0;0;2;3;0;0;0;173;0;0;0;15;0;4;0;0;0;6;;27;Русе;България;196;-;с.Семерджиево;66158;-;617
192700197;2;2;0;0;0;0;9;1;59;1;3;0;20;7;11;0;1;81;3;0;0;36;0;61;0;0;0;20;;27;Русе;България;197;-;с.Тетово;72357;-;925
192700198;1;2;0;0;2;0;14;0;44;0;1;1;19;11;6;0;0;121;3;1;0;25;1;34;3;0;0;27;;27;Русе;България;198;-;с.Тетово;72357;-;884
192700199;1;1;1;0;0;1;9;0;77;1;2;0;38;4;0;1;0;28;0;1;0;23;0;5;3;0;0;32;;27;Русе;България;199;-;с.Хотанца;77342;-;595
192700200;5;0;0;0;2;0;10;3;93;0;22;0;30;1;0;0;0;4;0;1;2;24;1;73;0;0;0;20;;27;Русе;България;200;-;с.Червена вода;80460;-;611
192700201;3;1;0;0;0;0;12;0;81;0;7;0;23;9;0;0;0;15;1;0;2;18;1;63;1;0;0;17;;27;Русе;България;201;-;с.Червена вода;80460;-;557
192700202;0;0;0;0;0;0;1;0;19;0;1;1;0;0;0;1;0;146;1;0;0;3;0;0;0;0;0;11;;27;Русе;България;202;-;с.Ястребово;87700;-;379
192700203;0;0;0;0;0;0;0;0;3;0;2;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;;27;Русе;България;203;-;гр.Русе;63427;-;36
192700204;0;0;0;0;0;0;1;0;42;1;1;0;6;2;1;0;0;1;0;0;0;1;0;6;0;0;0;12;;27;Русе;България;204;-;гр.Русе;63427;-;107
192700205;0;5;1;0;0;1;4;1;38;2;11;1;2;3;1;0;0;1;0;1;1;43;0;12;0;0;0;27;;27;Русе;България;205;-;гр.Русе;63427;-;223
192700206;0;0;0;0;0;0;1;0;7;0;3;0;7;0;0;0;0;1;0;0;0;9;0;1;0;0;0;5;;27;Русе;България;206;-;гр.Русе;63427;-;40
192700207;3;1;0;0;0;0;4;0;24;0;4;2;6;4;0;0;0;8;0;1;0;12;0;7;0;0;0;8;;27;Русе;България;207;-;гр.Русе;63427;-;78
192700208;1;4;0;0;2;2;4;0;47;0;4;0;6;0;1;0;0;3;0;1;0;8;0;1;1;0;0;9;;27;Русе;България;208;-;гр.Русе;63427;-;102
192700209;0;0;0;0;0;0;0;0;3;0;1;0;4;2;0;1;0;0;0;0;0;1;0;2;0;0;0;0;;27;Русе;България;209;-;гр.Русе;63427;-;11
192700210;0;0;0;0;0;0;1;0;8;0;1;0;2;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;;27;Русе;България;210;-;гр.Русе;63427;-;16
192700211;0;0;0;0;0;0;1;0;6;0;0;0;4;0;0;0;0;1;0;0;0;12;0;2;0;0;0;1;m;27;Русе;България;211;-;гр.Русе;63427;-;21
192700212;0;0;0;0;0;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;0;15;0;1;0;0;0;2;m;27;Русе;България;212;-;гр.Русе;63427;-;21
193300001;2;3;1;0;0;1;12;1;131;1;6;0;12;4;3;0;1;55;2;0;0;70;1;16;0;0;0;30;;33;Сливо поле;България;1;-;гр.Сливо поле;67444;-;766
193300002;0;0;1;1;3;0;14;3;74;1;4;1;5;1;0;1;1;267;1;0;0;9;2;15;0;0;0;18;;33;Сливо поле;България;2;-;гр.Сливо поле;67444;-;1003
193300003;0;0;0;0;0;0;4;1;34;0;3;0;7;0;0;0;0;191;2;1;0;8;1;3;0;0;0;19;;33;Сливо поле;България;3;-;гр.Сливо поле;67444;-;689
193300004;0;0;0;0;0;0;1;1;44;0;1;0;1;1;0;0;1;111;0;1;0;23;0;2;0;0;0;19;;33;Сливо поле;България;4;-;гр.Сливо поле;67444;-;670
193300005;3;2;0;0;1;1;3;1;93;5;15;1;12;7;0;0;0;102;1;2;0;109;0;7;1;0;0;25;;33;Сливо поле;България;5;-;с.Борисово;5517;-;748
193300006;0;0;0;0;0;1;5;0;40;0;2;0;9;5;1;0;0;398;0;1;0;24;0;6;1;0;0;18;;33;Сливо поле;България;6;-;с.Юделник;86026;-;898
193300007;0;1;0;0;0;0;1;1;26;0;0;0;8;1;1;0;1;170;1;1;0;14;0;3;0;0;0;30;;33;Сливо поле;България;7;-;с.Кошарна;39178;-;559
193300008;0;0;0;0;0;0;0;0;18;0;1;0;2;1;0;0;0;269;0;0;0;11;0;0;0;0;0;10;;33;Сливо поле;България;8;-;с.Стамболово;68713;-;744
193300009;4;0;2;1;0;0;8;0;50;1;1;0;10;10;2;0;0;110;1;0;2;22;1;8;1;0;0;19;;33;Сливо поле;България;9;-;с.Голямо Враново;15829;-;710
193300010;0;0;0;0;0;0;0;0;29;0;1;0;6;1;0;0;0;158;1;0;0;10;0;3;0;0;0;18;;33;Сливо поле;България;10;-;с.Голямо Враново;15829;-;924
193300011;0;1;0;0;0;0;34;0;57;0;4;0;1;5;0;0;1;191;0;0;0;35;0;2;0;0;0;19;;33;Сливо поле;България;11;-;с.Малко Враново;46560;-;824
193300012;2;1;1;0;4;0;8;0;62;0;5;1;13;9;1;0;0;1;0;0;2;70;3;32;1;0;0;14;;33;Сливо поле;България;12;-;с.Бабово;2083;-;419
193300013;4;3;0;0;0;0;5;1;81;0;6;0;10;2;0;0;0;0;0;1;0;73;0;20;0;0;0;10;;33;Сливо поле;България;13;-;с.Бръшлен;6673;-;340
193300014;2;1;0;0;2;0;6;0;99;1;25;0;15;5;1;0;0;1;0;0;0;62;1;26;0;0;0;19;;33;Сливо поле;България;14;-;с.Ряхово;63668;-;496
193300015;7;2;0;0;0;0;21;1;117;0;20;0;19;10;4;0;1;2;2;0;1;65;2;34;0;0;0;13;;33;Сливо поле;България;15;-;с.Ряхово;63668;-;578
193300016;2;2;0;1;0;2;25;0;70;1;17;0;10;9;1;0;0;1;2;0;0;34;0;33;0;0;0;18;;33;Сливо поле;България;16;-;с.Ряхово;63668;-;430
193300017;0;0;0;0;0;0;2;0;30;0;2;0;1;1;0;0;0;2;0;0;0;5;0;5;0;0;0;7;;33;Сливо поле;България;17;-;с.Черешово;80652;-;71
193700001;10;2;0;0;0;2;20;0;69;0;21;0;36;18;1;1;1;2;0;0;0;115;0;47;1;0;0;37;;37;Ценово;България;1;-;с.Ценово;78361;-;712
193700002;1;5;2;2;1;0;6;1;71;0;17;2;72;11;0;0;0;20;0;1;1;81;2;33;3;0;0;68;;37;Ценово;България;2;-;с.Ценово;78361;-;800
193700003;1;0;0;0;1;0;9;0;73;2;9;0;15;6;1;0;0;20;0;0;0;49;0;23;2;0;0;15;;37;Ценово;България;3;-;с.Белцов;3745;-;417
193700004;0;2;0;0;0;1;10;0;91;0;6;7;74;10;1;0;0;10;3;0;1;61;0;43;1;0;0;16;;37;Ценово;България;4;-;с.Долна Студена;22277;-;698
193700005;4;3;1;2;2;2;11;0;76;0;17;1;26;14;0;0;0;110;4;0;1;89;1;36;1;0;0;26;;37;Ценово;България;5;-;с.Новград;51977;-;846
193700006;2;0;1;0;1;0;4;0;37;0;6;1;16;11;1;0;1;6;0;0;0;31;0;76;1;0;0;26;;37;Ценово;България;6;-;с.Кривина;39788;-;430
193700007;0;1;0;0;0;2;22;0;42;0;14;0;15;3;0;0;3;1;0;0;2;24;0;6;0;0;0;12;;37;Ценово;България;7;-;с.Джулюница;20849;-;227
193700008;0;0;0;0;0;0;2;0;10;0;5;1;5;2;1;0;0;0;0;0;0;16;0;1;0;0;0;7;;37;Ценово;България;8;-;с.Беляново;3808;-;113
193700009;2;2;0;0;1;0;11;1;88;1;18;2;60;22;0;3;1;15;1;2;0;78;4;60;2;0;0;32;;37;Ценово;България;9;-;с.Караманово;36316;-;806
193700010;0;0;0;0;0;0;8;0;46;0;7;0;11;4;0;0;0;29;0;0;0;21;0;19;7;0;0;19;;37;Ценово;България;10;-;с.Пиперково;56366;-;340
200100201;3;1;1;0;2;0;13;4;91;1;31;3;17;4;0;2;0;1;1;2;2;73;0;34;0;0;0;13;;1;Алфатар;България;201;-;гр.Алфатар;415;-;588
200100202;0;0;1;0;0;0;22;2;58;0;22;4;16;7;1;4;1;1;1;1;1;110;1;27;4;0;0;9;;1;Алфатар;България;202;-;гр.Алфатар;415;-;530
200100203;1;0;0;0;0;0;4;0;46;0;6;1;15;2;0;0;0;0;0;0;1;40;0;27;1;0;0;8;;1;Алфатар;България;203;-;гр.Алфатар;415;-;294
200100204;0;0;0;0;0;1;8;5;66;0;2;1;5;2;0;1;0;34;0;0;0;40;0;23;2;0;0;11;;1;Алфатар;България;204;-;с.Алеково;240;-;396
200100205;0;0;0;0;0;0;0;1;28;0;0;1;0;0;1;0;1;166;1;0;0;7;0;0;0;0;0;11;;1;Алфатар;България;205;-;с.Бистра;4145;-;431
200100206;1;0;0;0;0;0;1;2;19;0;3;0;1;2;0;0;0;0;0;0;0;11;0;13;0;0;0;3;;1;Алфатар;България;206;-;с.Васил Левски;10210;-;70
200100207;0;0;0;0;0;0;1;3;29;0;2;0;2;0;1;0;0;0;0;0;0;10;0;7;0;0;0;3;;1;Алфатар;България;207;-;с.Кутловица;40751;-;73
200100208;1;0;0;0;0;0;0;0;17;0;2;0;3;2;0;0;0;1;0;0;0;14;0;2;0;0;0;1;;1;Алфатар;България;208;-;с.Цар Асен;78063;-;75
200100209;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;3;0;127;0;0;0;3;0;0;1;0;0;21;;1;Алфатар;България;209;-;с.Чуковец;81712;-;373
200700301;0;0;0;0;1;0;69;0;93;0;12;2;10;4;1;1;0;60;2;0;1;61;0;21;0;0;0;18;;7;Главиница;България;301;-;гр.Главиница;15031;-;812
200700302;1;0;0;0;0;0;56;2;93;0;6;0;11;6;1;5;0;117;0;0;0;52;0;18;0;0;0;35;;7;Главиница;България;302;-;гр.Главиница;15031;-;920
200700303;0;0;0;0;0;0;21;0;6;0;0;0;0;0;0;0;0;90;0;1;0;3;0;0;0;0;0;4;;7;Главиница;България;303;-;с.Бащино;3017;-;168
200700304;1;0;0;0;0;0;56;2;24;1;4;0;6;3;0;0;1;66;1;0;0;8;0;0;0;0;0;25;;7;Главиница;България;304;-;с.Богданци;4670;-;530
200700305;0;0;0;0;0;0;32;0;13;0;1;0;0;0;0;0;0;181;0;0;1;2;0;0;0;0;0;5;;7;Главиница;България;305;-;с.Вълкан;12440;-;382
200700306;0;0;0;0;0;0;48;0;8;0;0;0;0;0;0;0;0;207;1;0;0;4;0;0;0;0;0;27;;7;Главиница;България;306;-;с.Дичево;21230;-;588
200700307;0;0;1;0;0;2;12;0;48;0;2;0;2;1;2;0;1;101;0;0;0;7;1;3;0;0;0;8;;7;Главиница;България;307;-;с.Долно Ряхово;22798;-;349
200700308;0;0;0;0;0;0;34;1;57;1;0;1;1;0;1;0;0;119;0;0;0;3;0;0;0;0;0;14;;7;Главиница;България;308;-;с.Зарица;31406;-;416
200700309;0;1;0;0;1;0;13;1;56;0;12;0;9;10;0;0;1;25;0;0;1;62;0;13;0;0;0;20;;7;Главиница;България;309;-;с.Зафирово;30377;-;367
200700310;1;1;0;0;0;0;32;1;40;0;7;3;4;5;0;0;2;100;1;0;0;32;0;8;0;0;0;25;;7;Главиница;България;310;-;с.Зафирово;30377;-;442
200700311;0;0;0;0;0;0;76;0;39;1;3;0;0;1;1;0;1;245;1;0;1;11;0;1;0;0;0;21;;7;Главиница;България;311;-;с.Зебил;30689;-;698
200700312;0;0;0;0;0;0;49;0;29;0;0;0;0;0;0;0;0;149;0;0;0;2;0;4;0;0;0;17;;7;Главиница;България;312;-;с.Звенимир;30507;-;422
200700313;0;0;0;0;1;0;80;0;15;0;0;0;1;1;0;2;0;220;0;0;0;4;0;2;0;0;0;10;;7;Главиница;България;313;-;с.Калугерене;35554;-;603
200700314;0;0;1;0;0;1;59;0;21;0;0;0;1;1;0;0;1;87;0;0;0;8;0;8;0;0;0;16;;7;Главиница;България;314;-;с.Коларово;37993;-;372
200700315;0;0;0;0;0;0;37;0;11;0;0;0;1;0;0;0;0;56;0;0;0;2;0;0;0;0;0;12;;7;Главиница;България;315;-;с.Косара;38707;-;220
200700316;0;0;0;0;0;1;54;0;11;0;0;0;0;1;0;0;0;260;1;0;0;4;0;0;0;0;0;8;;7;Главиница;България;316;-;с.Листец;43894;-;586
200700317;2;1;0;1;2;0;18;0;29;0;5;0;3;7;1;2;0;0;0;0;0;18;1;15;0;0;0;8;;7;Главиница;България;317;-;с.Малък Преславец;46927;-;211
200700318;0;0;0;0;0;0;70;1;25;0;1;0;1;0;0;0;1;208;3;0;0;7;0;1;0;0;0;28;;7;Главиница;България;318;-;с.Ножарево;52338;-;580
200700319;0;0;0;0;0;0;4;1;17;0;3;2;1;1;0;0;0;0;0;0;0;18;0;11;0;0;0;4;;7;Главиница;България;319;-;с.Осен;54078;-;108
200700320;0;0;0;0;0;0;91;1;6;0;0;0;0;0;0;0;0;120;0;0;0;3;0;0;0;0;0;12;;7;Главиница;България;320;-;с.Падина;55138;-;373
200700321;0;0;0;0;0;1;43;0;15;1;2;0;9;0;0;0;0;1;0;0;0;23;0;3;0;0;0;3;;7;Главиница;България;321;-;с.Подлес;57056;-;152
200700322;0;0;0;1;1;0;3;0;65;0;1;0;6;3;1;0;3;42;0;0;1;48;0;18;0;0;0;17;;7;Главиница;България;322;-;с.Сокол;67828;-;319
200700323;1;1;2;0;0;0;40;0;38;0;5;1;9;1;0;0;0;181;0;0;0;17;0;22;1;0;0;35;;7;Главиница;България;323;-;с.Стефан Караджа;69184;-;836
200700324;0;0;1;0;0;0;68;0;14;1;0;0;0;0;0;0;0;303;1;0;0;4;0;0;0;0;0;21;;7;Главиница;България;324;-;с.Суходол;70336;-;793
200700325;0;0;0;0;1;0;49;0;27;0;1;0;9;3;0;1;0;91;0;0;0;19;0;8;0;0;0;12;;7;Главиница;България;325;-;с.Черногор;81075;-;383
