,sid,Движение 21 result,Движение 21 result invalid,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ result,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ result invalid,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ - НД result,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ - НД result invalid,ПП НОВОТО ВРЕМЕ result,ПП НОВОТО ВРЕМЕ result invalid,ОБЕДИНЕНА БЪЛГАРИЯ result,ОБЕДИНЕНА БЪЛГАРИЯ result invalid,СОЦИАЛДЕМОКРАТИЧЕСКА ПАРТИЯ result,СОЦИАЛДЕМОКРАТИЧЕСКА ПАРТИЯ result invalid,"РЕФОРМАТОРСКИ БЛОК – БЗНС, ДБГ, ДСБ, НПСД, СДС result","РЕФОРМАТОРСКИ БЛОК – БЗНС, ДБГ, ДСБ, НПСД, СДС result invalid",ПП Нова България result,ПП Нова България result invalid,ПП ГЕРБ result,ПП ГЕРБ result invalid,ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ result,ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ result invalid,АТАКА result,АТАКА result invalid,НДСВ result,НДСВ result invalid,КП БЪЛГАРИЯ БЕЗ ЦЕНЗУРА result,КП БЪЛГАРИЯ БЕЗ ЦЕНЗУРА result invalid,Коалиция АБВ – (Алтернатива за българско възраждане) result,Коалиция АБВ – (Алтернатива за българско възраждане) result invalid,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ result,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ result invalid,НОВА АЛТЕРНАТИВА result,НОВА АЛТЕРНАТИВА result invalid,КП ДЕСНИТЕ result,КП ДЕСНИТЕ result invalid,ДПС – Движение за права и свободи result,ДПС – Движение за права и свободи result invalid,ПП Глас Народен result,ПП Глас Народен result invalid,ПАРТИЯ НА ЗЕЛЕНИТЕ result,ПАРТИЯ НА ЗЕЛЕНИТЕ result invalid,НОВА СИЛА result,НОВА СИЛА result invalid,БСП лява България result,БСП лява България result invalid,ЗЕЛЕНИТЕ result,ЗЕЛЕНИТЕ result invalid,ПАТРИОТИЧЕН ФРОНТ – НФСБ И ВМРО result,ПАТРИОТИЧЕН ФРОНТ – НФСБ И ВМРО result invalid,РЕПУБЛИКА БГ result,РЕПУБЛИКА БГ result invalid,независими result,независими result invalid
5529,152400043,3,0,1,0,0,0,0,0,1,0,2,0,32,2,2,0,158,0,3.0,0.0,32,0,1,0,57,1,20,0,1,0,1,0,0,0,1,0,6,0,0,0,0.0,0.0,57,0,0,0,43,0,2,0,,
5530,152400044,9,0,2,0,0,0,2,0,0,0,1,0,33,0,7,0,139,0,0.0,0.0,29,1,0,0,32,0,16,0,0,0,1,0,2,0,2,0,0,0,2,0,2.0,0.0,64,0,1,0,30,1,1,0,,
5531,152400045,4,0,0,1,0,0,0,1,1,0,2,0,25,0,1,0,121,2,1.0,0.0,18,0,0,0,35,0,20,0,1,0,0,0,1,0,3,0,6,0,1,0,0.0,0.0,49,1,1,0,29,0,3,0,,
5532,152400046,1,0,3,0,1,0,0,0,4,0,0,0,19,0,3,0,129,0,0.0,0.0,24,0,1,0,41,0,15,1,2,0,5,0,0,0,13,1,6,0,1,0,0.0,0.0,40,1,3,0,30,1,0,0,,
5533,152400047,5,0,3,0,0,0,0,0,1,0,0,0,24,2,1,0,131,1,1.0,0.0,24,0,0,0,33,1,31,1,0,0,2,0,0,0,36,1,4,0,1,0,0.0,0.0,66,0,2,0,50,0,2,0,,
5534,152400048,6,0,0,0,0,0,0,0,0,0,1,0,9,0,3,0,87,0,2.0,0.0,22,0,1,0,35,1,14,0,0,0,2,0,0,0,0,0,3,0,0,0,0.0,0.0,41,1,1,0,41,0,1,0,,
5535,152400049,8,0,1,0,1,0,0,0,0,0,0,0,38,0,0,0,169,0,0.0,0.0,21,0,2,0,59,0,33,0,0,0,1,0,1,0,6,0,4,0,1,0,1.0,0.0,55,0,2,0,52,0,3,0,,
5536,152400050,2,0,2,0,0,0,0,0,5,0,0,0,26,0,2,0,117,0,1.0,0.0,33,0,0,0,35,0,12,0,1,0,2,0,1,0,4,0,4,0,0,0,2.0,0.0,53,0,3,0,44,0,2,0,,
5537,152400051,3,0,2,0,0,0,0,0,1,0,1,0,35,0,4,0,151,0,0.0,0.0,24,0,0,0,57,0,25,0,0,0,0,0,0,0,4,0,6,0,1,0,2.0,0.0,42,0,1,0,32,0,3,0,,
5538,152400052,4,0,3,0,0,0,0,0,1,0,0,0,31,0,1,0,126,2,0.0,0.0,19,0,0,0,46,1,16,0,0,0,0,0,3,0,4,1,5,0,0,0,0.0,0.0,53,1,1,0,33,0,2,0,,
5539,152400053,7,0,2,0,0,0,3,0,2,0,0,0,44,0,1,0,129,0,0.0,0.0,30,0,1,0,42,0,23,0,1,0,3,0,0,0,1,0,4,0,1,0,0.0,0.0,58,0,3,0,35,0,8,0,,
5540,152400054,7,0,1,0,1,0,0,0,0,0,0,0,42,0,2,0,92,0,0.0,0.0,18,0,3,0,32,0,27,0,2,0,3,0,1,0,2,0,7,0,0,0,1.0,0.0,49,0,1,0,29,0,2,0,,
5541,152400055,1,0,1,0,0,0,1,0,0,0,0,0,32,0,3,0,129,0,1.0,0.0,30,0,0,0,25,0,23,0,0,0,1,0,1,0,1,0,7,0,0,0,1.0,0.0,71,0,2,0,42,0,1,0,,
5542,152400056,4,0,2,0,0,0,0,0,1,0,0,0,22,0,1,0,134,1,0.0,0.0,23,3,1,0,32,1,24,0,0,0,4,0,0,0,0,0,6,0,1,0,0.0,0.0,42,2,3,0,44,0,1,0,,
5543,152400057,7,0,0,0,0,0,0,0,2,0,0,0,19,0,1,0,108,0,0.0,0.0,29,0,2,0,29,0,20,0,0,0,3,0,1,0,10,0,4,0,0,0,0.0,0.0,47,1,1,0,38,0,1,0,,
5544,152400058,2,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,89,0,0.0,0.0,18,0,1,0,44,0,22,0,0,0,1,0,0,0,34,0,9,0,0,0,0.0,0.0,59,0,0,0,24,0,3,0,,
5545,152400059,0,0,1,0,0,0,1,0,1,0,0,0,29,0,2,0,99,0,0.0,0.0,26,1,1,0,32,0,12,0,0,0,0,0,3,0,23,0,7,0,1,0,0.0,1.0,34,0,1,0,37,0,0,0,,
5546,152400060,5,0,1,0,1,0,1,0,2,0,0,0,33,0,0,0,108,0,1.0,0.0,31,0,1,0,31,2,21,0,0,0,1,0,2,0,6,0,9,0,0,0,1.0,0.0,29,0,1,0,46,0,0,0,,
5547,152400061,6,0,1,0,0,0,0,0,0,0,0,0,18,0,2,0,99,0,2.0,0.0,14,0,1,0,38,0,18,0,2,0,3,0,2,0,5,0,2,0,3,0,3.0,0.0,35,0,5,0,29,0,2,0,,
5548,152400062,10,0,0,0,0,0,1,0,1,0,1,0,23,0,2,0,145,0,0.0,0.0,18,0,2,0,45,0,33,0,1,0,4,0,0,0,12,0,2,0,2,0,0.0,0.0,63,0,2,0,66,0,2,0,,
5549,152400063,3,0,0,0,0,0,0,0,0,0,3,0,13,0,1,0,81,0,2.0,0.0,17,0,1,0,48,0,11,0,1,0,4,0,1,0,17,0,1,0,1,0,1.0,0.0,33,0,1,0,43,0,0,0,,
5550,152400064,6,0,2,0,3,0,0,0,3,0,2,0,30,2,2,0,113,1,0.0,0.0,38,1,0,0,40,2,40,0,1,0,0,0,3,0,15,0,7,0,0,0,2.0,0.0,59,1,0,0,58,0,1,0,,
5551,152400065,9,0,5,0,0,0,1,0,2,0,2,0,34,0,3,0,214,0,0.0,0.0,34,0,0,0,31,0,34,0,3,0,0,0,0,0,9,0,10,0,0,0,1.0,0.0,100,0,7,0,58,0,0,0,,
5552,152400066,9,0,0,0,1,0,1,0,4,0,0,0,28,0,1,0,131,0,1.0,0.0,38,0,1,0,42,0,31,0,0,0,9,0,0,0,0,0,5,0,0,0,0.0,0.0,83,0,5,0,56,0,4,0,,
5553,152400067,5,0,2,0,2,0,0,0,1,0,0,0,47,1,3,0,152,2,0.0,0.0,28,0,2,0,43,0,28,0,1,0,0,0,0,0,1,0,11,0,0,0,0.0,0.0,48,1,0,0,51,0,7,1,,
5554,152400068,13,0,1,0,0,0,1,0,2,0,1,0,72,1,1,0,142,1,2.0,0.0,26,0,2,0,35,0,41,0,0,0,2,0,0,0,16,0,2,0,2,0,1.0,0.0,78,0,2,0,70,1,2,0,,
5555,152400069,4,0,1,0,1,0,4,0,3,0,1,0,46,0,0,0,168,0,1.0,0.0,27,2,0,0,30,0,42,0,0,0,2,0,1,0,1,0,5,0,1,0,0.0,0.0,52,2,2,0,40,0,3,0,,
5556,152400070,8,0,2,0,2,0,0,0,3,0,1,0,55,0,3,0,156,0,0.0,0.0,32,1,0,0,38,0,26,0,0,0,0,0,3,0,4,0,8,0,1,0,0.0,0.0,60,0,7,0,49,0,4,0,,
5557,152400071,7,0,1,0,0,0,0,0,0,0,2,0,42,0,0,0,112,3,0.0,0.0,21,0,0,0,19,0,24,0,1,0,2,0,1,0,4,0,1,0,0,0,1.0,0.0,85,3,3,0,34,0,0,0,,
5558,152400072,6,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,108,1,2.0,0.0,22,0,3,0,13,0,24,0,2,0,3,0,0,0,2,0,15,0,1,0,1.0,0.0,47,1,2,0,41,1,1,0,,
5559,152400073,5,0,0,0,0,0,0,0,2,0,1,0,25,0,3,0,157,0,0.0,0.0,24,0,6,0,37,0,27,0,0,0,0,0,0,0,3,0,4,0,3,0,0.0,0.0,56,0,2,0,43,0,5,0,,
5560,152400074,12,0,2,0,2,0,0,0,1,0,3,0,34,0,0,0,126,3,1.0,1.0,26,0,3,0,32,1,26,0,0,0,1,0,9,0,4,0,6,0,0,0,1.0,0.0,46,1,6,0,33,0,2,0,,
5561,152400075,4,0,2,1,0,0,1,0,3,0,1,0,47,0,5,1,145,0,5.0,0.0,31,0,2,0,21,1,33,0,0,0,2,0,0,0,43,0,8,0,2,0,2.0,0.0,67,2,5,0,62,2,3,0,,
5562,152400076,4,0,0,0,1,0,0,0,5,0,0,0,42,0,1,0,170,0,1.0,0.0,20,0,1,0,24,0,26,0,2,0,1,0,2,0,3,0,12,0,0,0,0.0,0.0,70,0,3,0,40,0,3,0,,
5563,152400077,4,0,1,0,2,0,1,0,1,0,0,0,18,0,0,0,103,0,1.0,0.0,28,0,0,0,23,0,22,0,0,0,2,0,0,0,3,0,2,0,2,0,1.0,0.0,71,0,0,0,60,0,0,0,,
5564,152400078,8,0,1,0,1,0,0,0,2,0,2,0,34,0,3,0,130,0,0.0,0.0,32,0,1,0,37,0,19,0,1,0,5,0,0,0,18,0,6,0,1,0,3.0,0.0,46,0,3,0,39,0,3,0,,
5565,152400079,8,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,121,0,1.0,0.0,16,0,0,0,23,0,16,0,0,0,2,0,0,0,3,0,7,0,0,0,0.0,0.0,54,0,1,0,25,0,5,0,,
5566,152400080,8,0,1,0,0,0,0,0,2,0,1,0,31,0,2,0,133,0,0.0,0.0,22,0,0,0,13,0,20,0,0,0,0,0,0,0,2,0,4,0,1,0,0.0,0.0,49,0,5,0,19,0,0,0,,
5567,152400081,3,0,1,0,1,0,0,0,1,0,2,0,41,0,1,0,106,0,1.0,0.0,21,0,1,0,24,0,20,0,0,0,1,0,0,0,0,0,2,0,0,0,0.0,0.0,48,0,2,0,25,0,3,0,,
5568,152400082,9,0,2,0,0,0,0,0,3,0,1,0,35,1,0,0,78,3,0.0,0.0,19,4,0,0,13,0,12,0,0,0,1,0,3,0,2,0,8,0,0,0,0.0,0.0,55,0,1,0,28,1,2,0,,
5569,152400083,5,1,0,0,0,0,0,0,3,0,0,1,25,0,1,1,79,3,1.0,0.0,12,1,3,0,21,2,4,0,0,0,0,0,2,0,69,15,5,0,1,0,1.0,0.0,27,2,0,0,20,1,0,1,,
5570,152400084,4,0,1,0,0,0,0,0,1,0,0,0,21,0,1,0,124,0,0.0,0.0,30,0,5,0,26,1,19,0,0,0,4,0,0,0,3,0,6,0,1,0,0.0,0.0,50,1,1,0,40,0,5,0,,
5571,152400085,6,0,1,0,0,0,0,0,1,0,1,0,38,0,0,0,118,11,0.0,0.0,20,6,2,0,41,3,18,0,2,0,0,0,1,0,33,3,3,0,1,0,2.0,0.0,72,2,2,0,30,1,4,0,,
5572,152400086,6,0,0,0,2,0,3,0,0,0,2,0,38,0,2,0,122,1,0.0,0.0,37,2,1,0,33,1,23,1,0,0,2,0,0,0,0,0,1,0,0,0,3.0,0.0,62,1,0,0,43,0,3,0,,
5573,152400087,7,0,1,0,0,0,0,0,1,0,2,0,29,0,1,0,85,2,0.0,0.0,21,0,1,0,20,0,21,0,0,0,2,0,0,0,2,0,5,0,1,0,1.0,0.0,69,2,3,0,31,0,3,0,,
5574,152400088,10,0,1,0,0,0,0,0,4,0,0,0,32,0,1,0,135,0,2.0,0.0,20,0,0,0,16,0,26,0,0,0,0,0,0,0,1,0,5,0,2,0,0.0,0.0,68,0,3,0,29,0,0,0,,
5575,152400089,6,0,1,0,0,0,0,1,3,0,0,0,56,0,4,0,113,1,2.0,0.0,26,1,1,0,23,0,29,1,2,0,2,0,0,0,0,0,5,0,0,0,0.0,0.0,67,0,3,0,47,0,0,0,,
5576,152400090,8,0,0,0,1,0,1,0,0,0,0,0,34,0,2,0,82,0,0.0,0.0,17,0,10,0,8,0,12,0,0,0,2,0,0,0,5,0,2,0,0,0,0.0,0.0,59,0,4,0,33,0,3,0,,
5577,152400091,8,0,0,0,1,0,0,0,2,0,1,0,51,1,0,0,184,1,0.0,0.0,19,0,0,0,32,0,34,0,1,0,4,0,0,0,3,0,3,0,2,0,1.0,0.0,66,1,5,0,61,0,5,1,,
5578,152400092,7,0,3,0,1,0,0,0,2,0,0,0,50,0,1,0,138,1,3.0,0.0,28,1,0,0,13,0,33,0,0,0,0,0,1,0,8,0,4,0,1,0,1.0,0.0,47,2,2,0,39,0,1,0,,
5579,152400093,4,0,0,0,2,0,0,0,1,0,1,0,59,0,2,0,104,1,0.0,0.0,23,0,1,0,30,0,21,0,1,0,0,0,1,0,20,0,5,0,1,0,0.0,0.0,55,0,0,0,37,0,2,0,,
5580,152400094,12,0,1,0,0,0,0,0,2,0,1,0,53,1,0,0,152,3,1.0,0.0,32,0,6,0,29,0,17,0,0,0,1,0,2,0,4,1,7,0,0,0,1.0,0.0,87,4,5,0,42,1,2,0,,
5581,152400095,14,0,2,0,0,0,0,0,0,0,0,0,36,0,1,0,137,0,0.0,0.0,22,0,0,0,31,0,21,0,1,0,3,0,2,0,6,0,4,0,1,0,1.0,0.0,73,0,2,0,44,0,0,0,,
5582,152400096,6,1,2,0,1,0,0,0,1,0,0,0,55,0,4,0,175,2,0.0,0.0,23,0,5,0,30,1,33,0,0,0,0,0,1,0,9,0,11,0,2,0,0.0,0.0,86,1,6,0,55,1,4,0,,
5583,152400097,13,0,0,0,0,0,0,0,1,0,2,0,53,0,1,0,166,0,1.0,0.0,23,0,0,0,32,0,25,0,0,0,0,0,3,0,3,0,4,0,0,0,0.0,0.0,55,0,2,0,39,0,2,0,,
5584,152400098,7,0,1,0,3,0,2,0,8,0,0,0,61,0,3,0,170,0,2.0,0.0,20,0,2,0,38,0,33,0,2,0,4,0,2,0,5,0,1,0,0,0,4.0,0.0,81,0,2,0,54,0,2,0,,
5585,152400099,8,0,0,0,0,0,0,0,3,0,0,0,75,0,2,0,161,0,1.0,0.0,31,0,0,0,21,0,32,0,0,0,3,0,0,0,2,0,5,0,1,0,1.0,0.0,54,0,4,0,43,0,0,0,,
5586,152400100,5,0,1,0,0,0,0,0,1,0,1,0,49,0,0,0,146,3,2.0,0.0,13,1,1,0,17,1,17,0,2,0,0,0,0,0,3,0,8,0,1,0,0.0,0.0,61,0,1,0,34,0,4,0,,
5587,152400101,10,0,1,0,0,0,0,0,0,0,1,0,61,1,0,0,157,0,4.0,0.0,12,0,4,0,22,1,38,0,4,0,1,0,1,0,44,0,4,0,0,0,2.0,0.0,58,1,1,0,36,1,1,0,,
5588,152400102,9,0,1,0,1,0,0,0,1,0,2,0,62,0,0,0,135,1,0.0,0.0,29,0,0,0,24,1,18,0,1,0,2,0,1,0,2,0,5,0,1,0,2.0,0.0,71,1,2,0,38,0,2,0,,
5589,152400103,9,0,1,0,1,0,0,0,0,0,1,0,58,0,0,0,131,1,0.0,0.0,28,0,1,0,15,0,19,0,3,1,1,0,1,0,0,0,9,1,0,0,4.0,0.0,88,2,4,0,48,1,0,0,,
5590,152400104,10,0,0,0,2,0,0,0,0,0,0,0,52,1,2,0,155,2,0.0,0.0,21,0,1,0,9,0,23,0,0,0,2,0,0,0,1,0,6,0,0,0,0.0,0.0,78,0,5,0,43,0,3,0,,
5591,152400105,7,0,3,0,0,0,0,0,0,0,0,0,43,0,2,0,91,0,1.0,0.0,15,0,2,0,6,0,25,0,1,0,2,0,0,0,0,0,5,0,0,0,0.0,0.0,58,0,3,0,47,0,1,0,,
5592,152400106,10,0,1,0,0,0,1,0,1,0,0,0,46,0,4,0,120,0,0.0,0.0,29,0,0,0,24,0,20,0,1,0,0,0,0,0,3,0,4,0,0,0,0.0,0.0,62,1,0,1,57,0,1,0,,
5593,152400107,3,0,1,0,1,0,0,0,0,0,0,0,42,1,2,0,142,1,0.0,0.0,23,0,1,0,21,0,14,0,1,0,0,0,0,0,7,0,6,0,2,0,0.0,0.0,74,0,0,0,33,1,1,0,,
5594,152400108,9,0,1,0,0,0,0,0,2,0,1,0,54,0,1,0,144,2,1.0,0.0,13,0,0,0,33,0,48,0,2,0,1,0,0,0,3,0,11,0,1,0,1.0,0.0,77,0,2,0,54,0,1,0,,
5595,152400109,7,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,81,1,0.0,0.0,19,2,0,0,22,0,28,0,2,0,2,0,0,0,3,0,7,0,0,0,0.0,0.0,47,1,1,0,35,1,0,0,,
5596,152400110,7,0,0,0,1,0,0,0,1,0,1,0,31,0,5,0,109,1,0.0,0.0,18,1,10,0,18,0,23,0,1,0,6,0,1,0,4,3,2,0,2,0,1.0,0.0,55,4,3,0,51,0,0,0,,
5597,152400111,11,0,1,0,1,0,0,0,1,0,1,0,28,1,3,0,88,1,6.0,0.0,11,1,2,0,23,0,26,0,1,0,1,0,3,0,2,0,13,0,1,0,0.0,0.0,44,1,4,0,29,0,5,0,,
5598,152400112,13,0,0,0,0,0,0,0,2,0,0,0,36,0,0,0,123,0,3.0,0.0,18,0,1,0,31,0,38,0,2,0,0,0,2,0,0,0,3,0,1,0,0.0,0.0,64,0,4,0,44,0,2,0,,
5599,152400113,8,0,1,0,1,0,1,0,4,0,1,0,55,0,2,0,173,0,4.0,0.0,13,0,4,0,28,0,17,0,0,0,2,0,1,0,3,0,6,0,3,0,0.0,0.0,70,0,1,0,35,0,1,0,,
5600,152400114,16,0,1,0,1,0,0,5,1,0,0,0,46,0,2,0,176,0,1.0,0.0,30,0,1,6,32,8,37,0,0,0,1,0,5,4,1,0,11,2,0,0,1.0,0.0,72,0,4,0,46,4,3,0,,
5601,152400115,14,0,0,0,1,0,0,0,1,0,1,0,68,0,3,0,148,0,0.0,0.0,27,0,1,0,39,0,38,0,3,0,0,0,2,0,3,0,8,0,3,0,1.0,0.0,93,0,1,0,52,0,1,0,,
5602,152400116,11,0,1,0,2,0,0,0,1,0,0,0,48,1,0,0,148,0,1.0,0.0,24,0,0,0,26,0,38,0,0,0,4,0,0,0,3,0,17,0,3,0,2.0,0.0,82,1,1,0,39,0,0,0,,
5603,152400117,5,0,1,0,1,0,0,0,3,0,0,0,55,0,3,0,119,0,0.0,0.0,12,0,0,0,20,0,23,0,0,0,3,0,1,0,3,0,6,0,1,0,0.0,0.0,74,0,0,0,34,0,0,0,,
5604,152400118,6,0,0,0,2,0,0,0,0,0,0,0,42,0,2,0,128,0,0.0,0.0,14,0,0,0,21,0,29,0,0,0,1,0,0,0,2,0,8,0,2,0,0.0,0.0,76,0,2,0,32,0,1,0,,
5605,152400119,8,0,1,0,0,0,0,0,0,0,2,0,44,0,1,0,122,0,3.0,0.0,21,0,0,0,42,0,26,0,1,0,3,0,2,0,1,0,1,0,1,0,0.0,0.0,84,0,2,0,30,0,0,0,,
5606,152400120,10,0,0,0,0,0,1,0,2,0,0,0,32,0,0,0,106,0,0.0,0.0,20,1,2,0,13,1,34,0,0,0,0,1,1,0,1,0,7,0,0,0,1.0,0.0,77,3,1,0,31,0,1,0,,
5607,152400121,3,0,1,0,3,0,0,0,1,0,1,0,34,0,1,0,87,0,0.0,0.0,21,0,0,0,13,0,25,0,2,0,0,0,3,0,7,0,2,0,0,0,1.0,0.0,75,0,1,0,20,0,1,0,,
5608,152400122,5,0,2,1,3,0,0,0,0,0,2,0,36,0,3,0,108,2,0.0,0.0,19,1,0,0,25,0,29,0,1,0,2,0,1,0,1,0,3,0,1,0,0.0,0.0,66,0,5,0,33,0,2,0,,
5609,152400123,4,0,1,0,0,0,0,0,3,0,0,0,36,0,0,0,138,0,1.0,0.0,32,0,1,0,18,0,28,0,0,0,0,0,1,0,5,0,7,0,1,0,4.0,0.0,93,0,4,0,37,0,2,0,,
5610,152400124,8,0,6,0,1,0,0,0,3,0,1,0,44,0,2,0,129,3,1.0,0.0,17,0,8,0,25,0,32,0,0,0,0,0,0,0,4,0,10,0,0,0,0.0,1.0,62,0,4,0,51,2,2,0,,
5611,152400125,8,0,1,0,0,0,2,0,3,0,0,0,28,0,3,0,128,0,0.0,0.0,14,0,2,0,16,0,26,0,1,0,2,0,0,0,1,0,6,0,0,0,1.0,0.0,47,0,1,0,58,0,4,0,,
5612,152400126,9,0,3,0,0,0,0,0,3,0,2,0,40,0,1,0,130,1,0.0,0.0,21,2,2,0,34,0,25,0,2,0,4,0,0,0,0,0,5,0,0,0,3.0,0.0,58,0,1,0,47,1,10,0,,
5613,152400127,20,0,0,0,1,0,0,0,0,0,0,0,30,0,2,0,130,0,0.0,0.0,22,0,2,0,39,0,21,0,0,0,1,0,0,0,4,0,3,0,1,0,2.0,0.0,36,0,3,0,52,1,1,0,,
5614,152400128,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,4,0,0,0,3,0,0,0,,
5615,152400129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,3,0,1,0,3,0,2,0,1,0,0,0,1,0,5,0,0,0,0,0,0.0,0.0,3,1,0,0,0,0,0,0,,
5616,152400130,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,1.0,0.0,4,0,1,0,3,0,2,0,0,0,0,0,2,0,5,1,0,1,0,0,1.0,0.0,13,0,2,0,5,0,0,0,,
5617,152400131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,2,0,0,0,,
5618,152400132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1,0,0,0,2,0,0,0,,
5619,152400133,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,0,,
5620,152400200,0,0,0,0,0,0,0,1,1,0,1,0,6,0,0,1,88,2,1.0,0.0,16,0,1,0,17,1,3,0,1,1,0,0,2,1,90,3,0,0,2,0,0.0,0.0,43,3,0,0,24,0,0,0,,
5621,152400201,0,0,0,0,1,0,1,0,2,1,0,0,7,0,0,0,75,1,1.0,0.0,15,1,1,0,26,1,13,0,1,0,9,0,2,0,58,1,1,0,0,0,0.0,0.0,52,0,1,0,34,0,1,0,,
5622,152400202,0,1,1,3,0,0,0,1,0,2,0,1,20,2,0,1,111,0,0.0,3.0,41,4,1,1,30,2,36,1,1,2,1,1,0,2,19,2,3,2,0,1,0.0,2.0,60,0,0,2,49,2,0,2,,
5623,152400203,3,0,1,0,0,0,0,0,2,0,1,0,5,1,1,0,80,2,0.0,1.0,20,0,1,0,17,0,7,0,1,0,1,0,4,1,90,4,2,0,1,0,1.0,0.0,40,3,0,0,29,3,0,0,,
5624,152400204,7,0,1,1,2,0,2,2,2,0,2,2,16,0,0,0,74,1,0.0,1.0,25,1,0,1,37,1,18,0,1,0,1,0,0,0,191,1,1,1,0,0,0.0,1.0,47,1,0,0,24,1,0,0,,
5625,152400205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,753,0,0,0,1,0,0.0,0.0,4,0,0,0,0,0,7,0,,
5626,152400206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,0,0.0,0.0,7,0,1,0,9,0,27,0,0,0,1,0,1,0,548,24,5,0,0,0,0.0,0.0,21,0,0,0,16,0,0,0,,
5627,152400207,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,70,0,2.0,0.0,15,0,2,0,18,0,22,0,3,1,0,0,0,0,44,0,0,0,0,1,0.0,0.0,46,0,0,0,25,0,0,0,,
5628,152400208,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,39,2,0.0,1.0,1,0,0,0,8,1,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,1.0,16,0,0,0,10,0,0,0,,
5629,152400209,4,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,76,2,0.0,0.0,24,7,1,0,36,0,12,0,1,1,4,0,0,0,6,0,1,0,1,0,2.0,0.0,20,1,4,0,43,0,0,0,,
5630,152400210,5,0,2,0,2,0,0,0,3,0,1,0,15,0,3,0,74,0,0.0,0.0,34,0,0,0,29,0,23,0,2,0,1,0,1,0,20,0,0,0,0,0,1.0,0.0,29,0,0,0,81,0,1,0,,
5631,152400211,2,0,3,0,0,0,1,0,1,0,1,0,6,0,0,0,37,0,0.0,0.0,35,3,1,0,14,0,32,1,2,1,0,0,1,0,0,0,1,0,1,0,0.0,0.0,32,3,0,0,15,1,5,0,,
5632,152400212,1,1,3,0,0,0,0,0,1,0,0,0,14,1,0,0,36,2,0.0,0.0,25,5,1,0,14,6,45,11,2,0,0,0,0,0,2,0,1,0,0,0,0.0,0.0,32,2,0,0,13,0,1,0,,
5633,152400213,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,27,1,0.0,0.0,0,0,0,0,8,1,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0,0.0,15,0,0,0,5,0,0,0,,
5634,152400214,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,59,2,0.0,0.0,6,0,0,0,27,0,4,0,0,0,0,0,1,0,1,0,2,0,0,0,3.0,0.0,35,1,0,0,7,1,1,0,,
5635,152400215,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0.0,0.0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,23,0,0,0,5,0,0,0,,
5636,152400216,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,47,0,0.0,0.0,14,0,0,0,8,0,7,0,1,0,0,0,0,0,163,0,0,0,0,0,1.0,0.0,71,0,0,0,19,0,0,0,,
5637,152400217,2,0,1,0,0,1,1,0,1,0,0,0,22,0,2,0,55,1,0.0,0.0,8,1,12,1,26,0,16,1,0,0,0,0,1,1,51,1,0,0,0,0,0.0,0.0,53,3,0,0,5,0,0,0,,
